	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	Tom3D1	Tom3D2	Tom3D3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000026005	598.196128608292	-0.176231217865008	0.12425504903844399	0.133342246575892	0.26844569906705396	RPEL1	10.170377007799999	10.1990276758	11.6180468427	12.281285679200002	12.3941270006	11.484749902999999
ENSMUSG00000097360	6.6754860378147685	0.500587570069265	0.579428952407269	0.133355044467292	0.26844569906705396		0.187236088422	0.0493782016723	0.978595456564	0.230492142042	0.186844067593	0.08020401613
ENSMUSG00000086109	3.0703004067231	0.49668913972706297	0.9290032990650541	0.13337375597700402	0.26844569906705396	ZNF845	0.062067845488	0.0654745272174	0.0720887992921	0.0	0.0	0.0
ENSMUSG00000063953	93.626258985996	-0.350981601157584	0.272870123699612	0.13337462057556698	0.26844569906705396	AMD1	1.96197215803	1.38533545123	1.2128754684999998	1.7251679002900002	2.06838892758	2.42639072728
ENSMUSG00000003316	5815.1058820503395	0.423863791516767	0.3661222638747391	0.133433991513318	0.268534969302154	GLG1	63.7474344497	71.8577387522	41.8499044026	28.3152610964	39.1963379783	43.9960209997
ENSMUSG00000007777	247.80339302173303	0.371078277016843	0.29504771192191304	0.133455306657186	0.268547641046268	TRAPPC2B	15.330479504400001	13.3568035524	23.6089201341	14.6184583847	11.5021166117	10.3611540255
ENSMUSG00000026874	5.97907953316216	0.512685044843165	0.6609257665396601	0.133513080150207	0.26863366559759805	C5	0.0279048825996	0.0686851238689	0.0432135612285	0.0392589528043	0.0	0.00796884714901
ENSMUSG00000073139	438.18371759087097	0.192350411121001	0.13636151445209	0.133548851096419	0.268654001397974	TMEM185B	10.8217294506	11.2617265028	11.0189911079	9.37256990081	9.925158408969999	9.12823403177
ENSMUSG00000026966	881.0158236137621	-0.38738191985612297	0.31471374315006395	0.133553236308181	0.268654001397974	SSNA1	27.5388737269	27.7226697985	44.9077390167	57.26607054300001	47.476687543000004	39.5947934024
ENSMUSG00000020475	24.984134784619002	0.413751369292845	0.350681402777354	0.133581106116596	0.268677433331315	PGAM2	1.68824539727	2.03532244607	1.33055326693	1.14516963225	1.32370124553	0.826483290026
ENSMUSG00000007815	7739.883197113491	-0.18356724924605705	0.12979914643977902	0.13359493651075	0.268677433331315	RHOC	155.4916892	160.583207337	140.005535619	159.670186667	178.91532288599998	180.6435508
ENSMUSG00000064210	6833.6669797357	0.353185935380989	0.2755503937464289	0.133730765078923	0.268890354291806	ANO6	84.124908945	89.2158694015	57.3955681921	45.330308090699994	60.64062311359999	60.484948648
ENSMUSG00000001021	71.4741563795642	-0.4593403798143421	0.43619472557381705	0.133730883100332	0.268890354291806	S100A3	3.3432949580799995	3.00152888817	6.3616340409	9.35722252566	7.240470040660001	5.6675627297
ENSMUSG00000021375	735.7076079397659	-0.3632726142330671	0.28659952701903	0.13380455778302194	0.269008241254578	KIF13A	4.60296443882	4.82447899939	3.27278529055	4.70121099635	6.08026952439	6.83780706232
ENSMUSG00000082988	3.8739115970931604	-0.501960496876683	0.590983599901114	0.133845353669138	0.269060007752428	ZNF845	0.10891905788899997	0.0229794469718	0.050601686212800014	0.13791290194800002	0.13042921363600002	0.167962733134
ENSMUSG00000097150	5.42878179816921	0.496917162334155	0.564604737450694	0.133869539969314	0.269078377269706	ZNF845	0.162787824566	0.150257332047	0.165436408821	0.128825832475	0.0609176218769	0.0174328536466
ENSMUSG00000032411	1371.0192641383098	-0.293735205894351	0.218418950376015	0.134014509560293	0.269323199115444	TFDP2	10.647378505	11.507847063900002	9.52677891281	12.0922272472	13.6215524616	14.355286489400001
ENSMUSG00000074415	4465.32046403742	-0.317328076645418	0.2399677221795589	0.134026746988272	0.269323199115444	MIR100HG	26.6841426129	24.2839529241	41.027427487800004	55.1118132264	33.8450594361	30.906950224299997
ENSMUSG00000033253	1142.48953192131	0.30548860349932	0.22899656765377305	0.134036527539195	0.269323199115444	SZT2	6.32803336324	6.85563979869	6.79177078354	5.49440054189	4.7614394759	5.0928782215
ENSMUSG00000038274	15703.0383541253	0.390445480601808	0.3192702838253449	0.13407994075961302	0.269380159631757	FAU	954.93674095	911.6744337719999	1316.27722201	800.069720848	654.496363621	691.298248083
ENSMUSG00000035799	168.956537418451	-0.35004055579689597	0.272583965364298	0.13410955496201402	0.269409386841452	TWIST2	2.22522444071	1.65306974658	2.87570071631	3.1967744134500005	2.75225011447	3.16835642432
ENSMUSG00000045128	23026.7358105454	0.3575021320296989	0.280675234887375	0.13421376500533302	0.269577655949851	RPL18A	951.275934773	906.0692702560001	1260.05547869	866.8990295360001	680.526545696	681.272544665
ENSMUSG00000022629	82.21504874210159	-0.4493610742185561	0.41496695794172495	0.13423670099505	0.269577655949851	KIF21A	0.652854641903	0.663795175765	0.520732137393	1.0623512869399998	1.02040249059	1.05123437573
ENSMUSG00000042828	6.74380729918374	0.515129630954035	0.8368316666530681	0.13423854642231806	0.269577655949851	TRIM72	0.0204884150155	0.043225901463900006	0.0951852107158	0.0144124189603	0.0204455179142	0.0
ENSMUSG00000034194	478.369022463612	-0.191511363514411	0.136016170578872	0.134311269574098	0.269693409461476	R3HCC1	10.5278224212	10.5872109874	11.0258308997	12.173032318299999	12.5707982524	12.0996647133
ENSMUSG00000043017	12.402316989036	-0.505284370433141	0.8935721100576008	0.134353832398667	0.269724633099464	PTGIR	0.0	0.0	0.0	0.0215597577428	0.0305847626528	0.0
ENSMUSG00000093989	3.3937533662963904	0.5178802274338979	0.754251004966664	0.134356988256637	0.269724633099464	RNASEK	0.130031737916	0.137168714273	0.30205114363200003	0.0914698322719	0.0648797436249	0.0
ENSMUSG00000028248	1694.5869200503	0.288242397861683	0.213843712628498	0.13440762334749798	0.269795993834376	PNISR	20.2478012333	17.233068433699998	29.483414826500002	22.8266840569	15.9908511701	13.5851486006
ENSMUSG00000035284	827.828687283791	0.463866084939531	0.44979474873843295	0.13443671798259302	0.26982410531448603	VPS13C	6.81715337457	7.710618522110001	4.43621070322	2.46112034516	3.89049302194	3.983946398030001
ENSMUSG00000032340	4111.67242566138	0.3486553317058211	0.271487139438575	0.134488345669426	0.26989501495143203	NEO1	43.749941302299995	45.898077889899994	34.7197301434	26.4879150111	31.8286478896	31.9186794903
ENSMUSG00000097056	26.345689284991497	-0.417112456082091	0.35731018826623795	0.13450223579398302	0.26989501495143203	ZNF845	0.331528552335	0.403528808228	0.681250042857	0.6996336793179999	0.738015250872	0.7209880664499999
ENSMUSG00000024143	388.502928397885	0.208919002214989	0.14937613850628798	0.134634238965902	0.27012958112088103	RHOQ	3.0137071534099995	3.2820861535500003	3.11765387832	2.9610906736	2.67865344795	2.34147036635
ENSMUSG00000080873	1.8314735074068893	-0.5030197325492239	0.899833338945245	0.134667117870954		ZNF845	0.0	0.0	0.169035805237	0.409511490459	0.580934715906	0.0
ENSMUSG00000079478	278.978162735765	-0.454683696586522	0.428065233091235	0.134713692510887	0.27025867113061397	ZNRD2	1.96028493996	1.96237398163	4.76264389636	7.302793178789999	4.41138696	3.3074020285100003
ENSMUSG00000074873	508.59222647849197	-0.284706321442513	0.210976383958526	0.134745160479545	0.270291475716261	ZNF845	6.66603332829	7.01279957613	5.15450384638	6.42212440402	8.24279043256	8.93878923118
ENSMUSG00000039849	888.7428719589819	-0.15096470825302602	0.106109488729472	0.134831569113095	0.270434468571087	PCIF1	6.844238097050001	6.72931128383	6.930116588910002	7.468689293239999	7.416579743660001	7.848154734289999
ENSMUSG00000097559	57.9666762903467	0.41431839992280395	0.3536324424269289	0.134866579230051	0.270440042497856	ZNF845	0.766583244065	1.08750592597	0.82894594259	0.715897044515	0.435246234177	0.5774814741759999
ENSMUSG00000031722	309.601150366054	0.4804429663841021	0.957964711404372	0.13487378854795298	0.270440042497856	HPR	0.0377121086509	0.119345973662	0.13140236833	0.0	0.0376331498763	0.0
ENSMUSG00000083853	21.6244826618086	0.420805400509612	0.36378018752934704	0.13487972143593102	0.270440042497856	ZNF845	3.07298600403	3.3617123547500003	2.37941636854	2.1616685193	1.36291200765	2.04763556686
ENSMUSG00000016520	850.5512202255701	0.2796143761200029	0.20668331875090493	0.13492424528603	0.270498983065311	LNX2	13.903851165199999	14.3152575268	11.4111965847	8.654738234489999	11.8561929742	10.7785608791
ENSMUSG00000060923	44.727489687358506	-0.447613490107645	0.413297232978492	0.135040532680193	0.27070176736037305	ACYP2	1.46718893158	0.86672189911	2.11304550045	3.75678154109	1.93263449521	1.81002713575
ENSMUSG00000020393	865.807631056232	0.300062841600135	0.224840792065218	0.135118742573947	0.270827511903696	KREMEN1	8.55247874236	9.79205532257	7.777039428080001	5.67868301987	7.389690568680002	7.085783684510001
ENSMUSG00000027656	48.5036279974151	0.49241094300678	0.929727051709996	0.135148816271172	0.270827511903696	CCN5	0.0	0.0932412115348	0.0	0.0	0.0	0.0
ENSMUSG00000022586	16.8914095812008	-0.492006345738768	0.9307680875979352	0.135152140734476	0.270827511903696	LY6L	0.0	0.0	0.0	0.092458909178	0.08744173059489999	0.0
ENSMUSG00000025169	153.76102361601602	0.326503756669493	0.249686656503315	0.135176657382138	0.270827511903696	OGFOD3	5.53713513326	5.6776626721	6.970788482010001	4.6577235807	4.79137898715	4.113460411369998
ENSMUSG00000023336	31.8753528248451	0.495673996184007	0.5679931540784711	0.135178991317068	0.270827511903696	WFDC1	0.7098146352920001	0.748773818269	0.969900415867	0.587427859356	0.333331048863	0.143084493739
ENSMUSG00000024286	1772.6058320152695	-0.252024726985966	0.18374831007227801	0.135251364574279	0.270942152134515	CCNY	21.9635808966	23.1956837394	17.6165859217	20.523284599500002	28.044959649699997	27.3930757366
ENSMUSG00000041890	1515.67752694975	-0.15629044176259	0.11016486089051901	0.135332110776387	0.27107353789543903	GIT2	13.024182496500002	14.0575579518	13.420206743900001	16.3623115535	14.5537307415	14.2967484063
ENSMUSG00000034432	1404.4455515776	-0.20190216373530606	0.144305539263614	0.13537334406880802	0.271125757761465	COPS8	23.7122627723	21.5728088227	24.9317708385	29.1560178556	25.6312518987	26.422444479299998
ENSMUSG00000071671	2.8715957437041	-0.515694771312048	0.745866380224136	0.135460920970372	0.271270772524495	ZNF845	0.291076792633	0.153526477613	0.169035805237	1.12615659876	0.726168394883	0.249369958197
ENSMUSG00000024854	1095.30099761581	0.4066844451053621	0.34347902434521804	0.135598769346039	0.271516415977214	POLD4	36.5106257344	33.8763764822	61.2162239896	42.0091287317	24.715261017899998	19.358781677899998
ENSMUSG00000034243	4972.09374860823	0.38858376277798795	0.318915288842	0.135646569173644	0.271581715753435	GOLGB1	35.0971684342	36.9604538546	25.560755735900003	19.1467075051	22.4296614808	24.658277562800002
ENSMUSG00000057649	642.927910082229	-0.17052359669434305	0.12083745304931	0.13580264205828801	0.271855006004323	BRD9	12.6513152589	10.9474715733	14.816135866500002	15.799892829500001	14.4733872301	12.9305474833
ENSMUSG00000003970	23119.0082493284	-0.330499277129852	0.25414861359923197	0.13581347623939502	0.271855006004323	RPL8	1073.34803657	1025.71574008	1289.29295473	1623.11779529	1419.20261887	1437.36901763
ENSMUSG00000062647	15754.023586563999	-0.2996112425876889	0.225007850806579	0.135939513273828	0.272057942387066	RPL7A	646.518673614	631.854925478	769.004328985	966.588071102	824.409858091	816.845607365
ENSMUSG00000071866	19609.0053691001	-0.37944004679582105	0.307832070286597	0.135945289146493	0.272057942387066	PPIL6	244.893220351	228.72765312099997	386.98783523099996	576.208934374	342.57555262799997	313.009905742
ENSMUSG00000101832	3.08960132792561	0.510717094964841	0.8444903294509	0.136033133688775	0.272203274786145	ZNF845	0.0	0.0	0.8042406671019999	0.06958496029280001	0.0	0.08474682173110001
ENSMUSG00000076433	68.2352324382757	-0.391104171434808	0.32276963045474	0.136094455654895	0.272295508735054	CEP295NL	1.53713701295	1.45660614871	2.29972169594	2.7856892746	2.59986215452	2.29897550968
ENSMUSG00000049439	957.3156339255321	-0.155983354193039	0.11018047327772301	0.136148677074006	0.272363559781588	CYP20A1	20.5050048252	19.8279135055	20.666623227	23.7196129156	21.9626250086	22.290510865300003
ENSMUSG00000047363	4.22240861305875	0.514680861136978	0.755589265965578	0.136158931876719	0.272363559781588		0.0618404907426	0.195704081353	0.646422639806	0.130503661795	0.061711013777599986	0.0529796980786
ENSMUSG00000091478	14.814107754221402	-0.44872611391392403	0.418725790647865	0.136213888273737	0.272443013000301	ZNF845	0.739377546251	1.68991188497	1.2881268661799998	2.34049267905	2.09051689738	1.90030829458
ENSMUSG00000085793	169.211084717842	-0.34033188836419004	0.264555514504635	0.136353034215894	0.27269081812039003	LIN52	3.16546011989	2.21782745552	4.7740000367	6.5472177564999985	3.70102018869	3.3595157987700004
ENSMUSG00000056124	4883.186140109528	0.349519342531954	0.274273631029133	0.136446508148969	0.27284723912007497	B4GALT6	47.4557409709	51.5966330063	38.0819508326	27.603951190500002	35.0952384133	36.4500049125
ENSMUSG00000030798	75.5210803595034	-0.514062720290362	0.759341870221989	0.136535702750274	0.272995068867008	CD82	0.039864117999400005	0.0	0.0231501220867	0.112168436584	0.0397806535095	0.0683044041343
ENSMUSG00000027615	479.7593656101651	0.200360847901349	0.14361280497314902	0.136596307626212	0.273085708482144	HPS3	7.244212953460001	6.658740141900001	7.93754983373	7.149974173210001	5.96427258502	5.503636579859999
ENSMUSG00000031851	189.42054230955296	0.35078903365649394	0.275918940485695	0.136741753489824	0.27334592444399597	NTPCR	5.07488596375	4.67532736235	6.01211918104	4.1886706358699985	3.54498238464	3.62311061509
ENSMUSG00000057897	272.174822163393	-0.23666989093833	0.17216259637078304	0.13690768272142	0.273647023780652	CAMK2G	3.5115504263300004	3.30277324204	3.46529547492	4.17165632499	4.14132515295	3.96561709523
ENSMUSG00000000093	61.0528292908527	0.499059050888048	0.601652131807315	0.13695995501490302	0.273720907077399	TBX3	0.12571049566	0.103141340173	0.259567392046	0.06877895689170001	0.055754352216	0.0717987414115
ENSMUSG00000041688	847.558126393714	0.362074352486969	0.288606321168692	0.1369902378015	0.273750831708607	AMOT	10.0974401294	10.5057394047	7.0687435311	5.74587532408	7.11225421272	6.81697245794
ENSMUSG00000068240	86.34568967797009	0.411592977465216	0.35316325280311706	0.137115072450773	0.27394031994476004	UBA52	12.1593864923	9.54057396597	14.355969459	8.3413590497	6.31766503548	8.43701691901
ENSMUSG00000027304	1337.37408960398	-0.17572555888362304	0.125157191586252	0.13711570177873805	0.27394031994476004	RTF1	15.6915604571	14.8116183475	14.592603018299998	17.080422226	16.5364611392	17.4435996702
ENSMUSG00000072919	12.062179586263401	0.46965047763095796	0.476116581767039	0.137151063971899	0.273977981605641	NOXRED1	0.27600742189800004	0.582312961411	0.373997476436	0.291232967329	0.275429538332	0.0788199322913
ENSMUSG00000097322	6.7529843578884	0.485891371559771	0.535487593890322	0.137165197211213	0.273977981605641	ZNF845	0.230120190459	0.264818905623	0.145785527193	0.07358013149510001	0.104381082784	0.12545750065400002
ENSMUSG00000055762	4500.89277496265	-0.28631398565989397	0.21396242362158305	0.137187913621741	0.27399274918690397	EEF1DP3	70.846012207	68.26187137609999	65.8685657532	88.4450184383	85.4742916565	83.8029747754
ENSMUSG00000026201	890.724425754353	-0.253734883730133	0.18623101361937	0.13726016680502806	0.274106437641356	STK16	12.380074905599999	10.5145352025	18.142314401	19.4489480117	16.4136276582	13.7443079116
ENSMUSG00000001166	16.620660519289302	0.4900261136768329	0.9233746434586908	0.13728573452951198	0.274126880974005	OAS1	0.066321294524	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000036636	1094.96055861475	0.24310894142907802	0.177558752781214	0.137310707761298	0.274146132813731	CLCN7	17.4920635856	16.3785711946	15.3021624602	13.214818104	13.7681955772	13.3549833029
ENSMUSG00000078762	49.801336331104096	-0.46039609272688004	0.45028193121955395	0.137353561300188	0.27420107509307395	HAUS5	0.926334923058	0.366441798418	0.968303871973	2.11777547192	1.17860417671	0.793605353934
ENSMUSG00000087279	2.9966394499048703	0.5114970774999891	0.732039395793302	0.13758633185644	0.274614034661991	C17orf107	0.127095011087	0.0670354005137	0.8856882342129999	0.08940401422810001	0.0	0.21776849549
ENSMUSG00000024565	14.2916127413677	-0.477046205326336	0.502818782440569	0.137595105408879	0.274614034661991	SALL3	0.102971691382	0.108623438706	0.08542616936149999	0.196608333932	0.205512194009	0.189037348503
ENSMUSG00000083179	7.98343414077504	-0.4904647404638471	0.559494502185343	0.137606495753674	0.274614034661991	ZNF845	0.629159775381	0.33184605099	0.852528409019	1.03268114985	1.67424663466	1.25769196308
ENSMUSG00000036553	910.590578750942	-0.24921492695751998	0.18270797031308397	0.137632782931292	0.274635843275798	SH3TC2	8.32114541633	9.184642314500001	8.27384714007	9.85805991668	10.7847137051	10.5020176825
ENSMUSG00000078380	6.0159226238975085	-0.493353366446855	0.575048034199162	0.137695865012442	0.274731060286485	ZNF845	0.333206328409	0.468659773767	0.12900100926	0.8594352990549999	0.221672457385	1.0466975877
ENSMUSG00000020407	432.874761434424	-0.30013330717896697	0.226795059467534	0.137805386978684	0.27491890266270697	UPP2	2.49865606957	2.71947448991	3.68516587141	3.73851601861	3.60161327003	3.94149039644
ENSMUSG00000033124	552.3075169893531	0.348851399970836	0.27491416505675603	0.13785703146455702	0.27499125163071697	ATG9B	8.76542773833	8.9805345838	8.24211853755	5.5747154533300005	6.20682880679	6.98484188743
ENSMUSG00000034932	550.501861253125	-0.40667734177061	0.34703740928783605	0.137910817850322	0.275057259316875	MRPL54	22.1372575272	20.3448001129	43.1444302624	61.7582651563	32.6342962098	34.9134456043
ENSMUSG00000032261	2313.27423838802	-0.28675826762774503	0.214832183316455	0.137920887368441	0.275057259316875	SH3BGRL2	25.2182811917	23.4190264256	21.0556775473	28.1429931675	29.4169305573	30.0833580896
ENSMUSG00000042203	459.21597529657686	-0.15035768396202698	0.106550117351286	0.137948775407471	0.27508219617051194	TBC1D22B	6.13351960869	6.42554469334	6.026559399169999	6.79421973104	6.613146028230001	7.22367563763
ENSMUSG00000089889	11.7181587875913	0.472416363222491	0.48866273450578995	0.138022903848296	0.275199324677897	ZNF845	1.09735950823	0.801408213141	2.05885610778	0.8906874917479999	0.589648736645	0.506221015141
ENSMUSG00000038763	13.5125337562462	-0.50236958476514	0.6357650575046011	0.13804153251396098	0.27520578022991804	ALPK3	0.0318086744658	0.025165904008200003	0.0554163544252	0.08950227582329999	0.0872907086077	0.109003919551
ENSMUSG00000052296	3024.5469474744104	-0.22680777734495397	0.16495906987725198	0.138317996232956	0.275726208544202	PPP6R3	42.7032021666	41.80217473	36.4720973335	41.8366757412	47.4183551541	53.656486791000006
ENSMUSG00000074215	22.3120363204382	0.40247720789166497	0.3415858516585579	0.13836417100375398	0.275787508830467	ZNF845	0.7386742702079999	0.6437013760170001	0.596823946454	0.474430877025	0.416637389784	0.412717559223
ENSMUSG00000031465	306.05032608918	0.347585584418668	0.274079611402834	0.13840394986364202	0.275833074997008	ANGPT2	5.71916839638	5.2076526209699985	8.34448101469	5.774457109419999	4.00355402248	4.15621266845
ENSMUSG00000002997	1770.42899585322	-0.3798705210581911	0.31135359494166	0.13841788389621099	0.275833074997008	PRKAR2B	24.169196984099997	24.625865164	24.5711407264	35.4482020102	35.310099428600005	34.3475004944
ENSMUSG00000083734	10.2304189802345	0.4491768900165341	0.425869391901136	0.138489534712045	0.275945104767783	ZNF845	1.05010479256	1.10774128345	0.938189158251	0.795510359456	0.40304083161	0.553625170352
ENSMUSG00000034083	303.27380834481005	0.174325075055523	0.124579874061194	0.13852317889459306	0.27597288618827803	CCDC174	4.17568283991	3.48517275024	3.70400904684	3.27627743284	3.30836728472	3.33167301342
ENSMUSG00000028958	200.882968098371	0.297974379224839	0.22533206366692896	0.138534345194675	0.27597288618827803	TMUB1	6.30714957555	6.519591220800001	6.037053489650002	4.681961783909999	5.092085460390001	4.83322049142
ENSMUSG00000061353	166.105828839245	0.4955699432235821	0.8970071036879259	0.13855640407272302	0.27598608234648	CXCL12	0.018001550353000002	0.028484386463200007	0.0	0.0	0.0	0.00771110231497
ENSMUSG00000086687	1.13829037549174	0.467307494881005	0.9658728616133441	0.138557699698396			0.280854132633	0.0	0.108732828507	0.0	0.0	0.0
ENSMUSG00000041720	1877.98782369906	0.35447043500443803	0.28176586483330396	0.13860254306992	0.276047234643935	PI4KAP2	19.1054377311	19.6141537535	15.6687777907	11.257860001300001	13.6835097903	14.0380617644
ENSMUSG00000021693	1250.88670067062	-0.251443259439863	0.18509025498578305	0.138665700653939	0.27614226454984897	KIF2C	11.640108253800001	12.2991381127	10.3918776826	12.446786743699999	14.7316895096	14.3898313774
ENSMUSG00000056130	8.846250455192571	0.4847558078613161	0.9283007793532059	0.13885431084309	0.27646466419582105	TICAM2	0.0	0.0684964284736	0.0	0.0	0.0	0.0
ENSMUSG00000037979	145.118000732057	-0.345363246705273	0.272135004510312	0.13885851737278	0.27646466419582105	CCDC92	3.0515393958	3.3918611528	2.9495483492	3.29910935075	4.84362834908	4.54432128432
ENSMUSG00000027002	5696.65258259398	-0.289362201963677	0.21780430415371801	0.138914785594993	0.276545900826551	NCKAP1L	64.7277031258	68.9428398282	49.7007186216	63.9000945787	80.49010350180001	86.65804046129999
ENSMUSG00000040302	111.655609877528	0.288731514606317	0.217293550604293	0.138995728266044	0.27667623479073	RBM48	2.75908348287	2.6397736750400003	3.03065208916	2.9940339671900005	1.47269894408	2.10721827007
ENSMUSG00000084345	18.308952397405	0.44694682715591294	0.42227075236470096	0.13904630647265698	0.27674610485725604	ZNF845	1.91638666718	2.11783551821	1.4838602578600002	0.7703243171870001	1.1838507453899998	1.25089362815
ENSMUSG00000025348	1107.37751682101	-0.377873274722905	0.309697987533831	0.139107214997724	0.276836517682172	ITGA7	12.8101351475	14.0857195698	13.617723285999999	17.6850185254	20.1006596494	19.9381627977
ENSMUSG00000028464	1094.65979610711	0.3410075001587169	0.26777931292470103	0.139128187034167	0.276847441838187	TPM2	16.160583527	15.5245974163	18.9861016442	14.2837607872	11.3630830431	11.431118883800002
ENSMUSG00000069729	1614.4307454895402	0.33177599987927503	0.258345600078275	0.13923198746507598	0.27702316322054304	ARID1B	8.44346307299	10.1429148389	7.99389353485	5.74444277238	6.49785097865	7.42904483147
ENSMUSG00000000594	1111.90159329116	-0.314869498314099	0.24172249421671105	0.139312522048251	0.277152559717932	GM2A	10.4190962609	9.34684968723	6.85596446982	9.60828861948	10.9483742025	14.0464109432
ENSMUSG00000097857	15.9752075398243	-0.44447433286925203	0.417701987113159	0.139415881811755	0.277327331480252	ZNF845	0.123918746392	0.13072020254	0.246729647909	0.311320339653	0.31798104338000005	0.212326186008
ENSMUSG00000084230	4.44984135776132	-0.495400730023224	0.602087535124715	0.13945512545181102	0.27737453817617796	ZNF845	0.212357911607	0.112006738385	0.369965158631	0.373453874947	0.741696524081	0.545790851904
ENSMUSG00000036822	937.4875621486801	-0.251963146019017	0.185963142440255	0.13949432494939498	0.277421646582153	TOPORS	13.8702318946	14.589952428	10.877033230899999	13.6097787899	16.8296305095	17.2616264943
ENSMUSG00000017286	624.928957562725	0.214359786879003	0.155704155201001	0.139611525771195	0.2776238536826889	GLOD4	9.38717462153	8.338865696260001	8.48147106703	7.4086211543	7.203009957180001	7.453687629889998
ENSMUSG00000018334	1275.8132477694699	0.309754078397399	0.23734928554118398	0.139987409591711	0.27834036149331604	KSR2	15.420024838800002	16.402495063	12.9745670227	9.69301401392	12.4168848741	12.0103288293
ENSMUSG00000044303	3718.19375440302	-0.34951726101464303	0.27780868050521096	0.140105239557347	0.278543672284292	CDKN2A	153.243638072	150.670713592	187.843918788	254.487827251	206.231175058	209.63125326099998
ENSMUSG00000044340	889.732600657861	-0.322515812269	0.249821018707093	0.140129397125562	0.27856072818256394	RSU1	6.62987471303	7.294110516869999	6.20746392003	8.05138002499	8.82403070166	9.53389493891
ENSMUSG00000024474	2243.64193040821	0.150491476632597	0.10728759409529699	0.14019737641383498	0.27866488302087394	IK	63.8166909941	58.64680678	63.775617195	60.152642228299996	54.01033876020001	51.3467236371
ENSMUSG00000028518	124.159196572064	0.368899130118659	0.300061428033492	0.140228176522467	0.278688118735562	PRKAA2	1.58253144907	1.5151901633000002	1.43942398586	1.0774535601000002	1.07818100744	1.02364036549
ENSMUSG00000010342	5.377464296862018	0.505852419504819	0.812176068309885	0.14024445686609802	0.278688118735562	TEX14	0.042534001191	0.08973708034330001	0.0370508882358	0.0299202180726	0.0106112366752	0.0
ENSMUSG00000073758	42.5760437284931	0.39563545756421	0.334611307117385	0.14025582352784102	0.278688118735562	SH3D21	0.7648091564830001	0.425804140092	0.986987587623	0.6724989451119999	0.296803055358	0.455016492516
ENSMUSG00000020546	272.007851123779	-0.242685921237987	0.17871813472078601	0.140276535872953	0.27869830421603004	STXBP4	2.69950015905	2.45488452925	2.66356369595	2.94663531105	3.3609766872099995	3.0739378506200006
ENSMUSG00000054136	94.6716131769393	-0.425382113538646	0.3816790244629911	0.140295786698349	0.27870558404101503	ADM2	1.31110141111	1.28061395516	2.59436737318	4.09904118925	2.1805938761	1.9552708707
ENSMUSG00000066487	14.048664652903499	-0.4546666264385711	0.4449810807772461	0.14038728929034305	0.27884458186818	ZNF845	0.918773005319	0.969201164797	0.333471996725	1.17142572611	1.26066785288	1.57425388576
ENSMUSG00000100764	3.23717936288033	-0.5020227397275681	0.664753424529424	0.140398575773809	0.27884458186818	ZNF845	0.0	0.7944567168690001	0.218678290789	1.05955389353	0.7515437960420001	0.967815005048
ENSMUSG00000082383	14.7831886867881	0.441923354622368	0.414647786097522	0.140412539295403	0.27884458186818	ZNF845	2.25099386303	1.48408928359	1.85188115515	1.45149072729	0.748760300501	1.0445830471200002
ENSMUSG00000028012	1.48122862911097	-0.4917370164309671	0.896963034370548	0.140419857128108		RRH	0.0575865399866	0.0	0.0	0.243052868698	0.0861989544352	0.0246676365698
ENSMUSG00000055024	3403.82845035227	0.340740751146825	0.268695695772373	0.14043662246768202	0.278861437684023	EP300	25.543937282399998	28.260538346999997	23.373601040500002	17.9238370965	19.3130542948	19.242125694000002
ENSMUSG00000086624	1.79666857720101	0.5032351407686829	0.836127298344734	0.140437038648602			0.0723792238917	0.0763518602493	0.0630487247828	0.0127286529725	0.0361138408602	0.0
ENSMUSG00000068141	13.5970853104087	-0.447555010215948	0.427537412367003	0.140458417652758	0.278873747062954	ZNF845	0.703435582197	0.816249105977	0.490203835186	1.08861804547	1.33372928527	1.08475931816
ENSMUSG00000063652	105.41570901125401	0.279279707516868	0.209927738778284	0.140583489936	0.279091082885048	SLC22A5	1.53654232921	1.55912991481	1.8016159444	1.46174659148	1.28507257584	1.11578826138
ENSMUSG00000032875	1909.4859849630602	-0.327404116000784	0.25509106794380604	0.140605105463383	0.27910300741460403	ARHGEF17	9.30923218087	10.0703783271	7.79926257972	10.1147340526	12.263050102000001	13.499697426800001
ENSMUSG00000021540	1476.07404876421	-0.24308974397716002	0.179267241575346	0.140705573211853	0.27927143463216203	SMAD9	9.52330407879	10.0622335388	7.969535011900001	10.3354380877	11.8907207047	10.946447311400002
ENSMUSG00000067873	1062.14266385961	-0.25335804837025305	0.187829041291844	0.14080489331005402	0.279437546867601	HTATSF1	19.4658899899	18.4238329427	14.884053814300001	17.1798085597	22.6086973654	24.181253981999998
ENSMUSG00000082100	1.12737571472585	0.45959224088712103	0.969732843782745	0.140827392505961		ZNF845	0.135905264539	0.191152823647	0.052615796263300006	0.0318671732289	0.0	0.0
ENSMUSG00000033021	659.167740455349	0.391429474748675	0.329586179187545	0.140832415889523	0.279461150651489	GMPPA	14.607513366500001	13.893601803900001	28.821204210599998	18.7823461617	10.6937308875	8.89861662887
